name, codename, country, iata, icao, type
Rumjatar Airport,Rumjatar,Nepal,RUM,VNRT,airport
Tulsipur Airport,Dang,Nepal,DNP,VNDG,airport
Rukum Chaurjahari Airport,Rukumkot,Nepal,RUK,VNRK,airport
Jumla Airport,Jumla,Nepal,JUM,VNJL,airport
Taplejung Airport,Taplejung,Nepal,TPJ,VNTJ,airport
Tumling Tar Airport,Tumling Tar,Nepal,TMI,VNTR,airport
Surkhet Airport,Surkhet,Nepal,SKH,VNSK,airport
Simikot Airport,Simikot,Nepal,IMK,VNST,airport
Dolpa Airport,Dolpa,Nepal,DOP,VNDP,airport
Bajhang Airport,Bajhang,Nepal,BJH,VNBG,airport
Dhangarhi Airport,Dhangarhi,Nepal,DHI,VNDH,airport
Bharatpur Airport,Bharatpur,Nepal,BHR,VNBP,airport
Bhadrapur Airport,Chandragarhi,Nepal,BDP,VNCG,airport
Meghauli Airport,Meghauli,Nepal,MEY,VNMG,airport
Nepalgunj Airport,Nepalgunj,Nepal,KEP,VNNG,airport
Ramechhap Airport,Ramechhap,Nepal,RHP,VNRC,airport
Syangboche Airport,Syangboche,Nepal,SYH,VNSB,airport
Bajura Airport,Bajura,Nepal,BJU,VNBR,airport
Baglung Airport,Baglung,Nepal,BGL,VNBL,airport
Rajbiraj Airport,Rajbiraj,Nepal,RJB,VNRB,airport
Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,EHAM,airport
Maastricht Aachen Airport,Maastricht,Netherlands,MST,EHBK,airport
Eindhoven Airport,Eindhoven,Netherlands,EIN,EHEH,airport
Eelde Airport,Groningen,Netherlands,GRQ,EHGG,airport
Gilze Rijen Air Base,Gilze-rijen,Netherlands,GLZ,EHGR,airport
De Kooy Airport,De Kooy,Netherlands,DHR,EHKD,airport
Lelystad Airport,Lelystad,Netherlands,LEY,EHLE,airport
Leeuwarden Air Base,Leeuwarden,Netherlands,LWR,EHLW,airport
Rotterdam The Hague Airport,Rotterdam,Netherlands,RTM,EHRD,airport
Soesterberg Air Base,Soesterberg,Netherlands,UTC,EHSB,airport
Twente Airport,Enschede,Netherlands,ENS,EHTW,airport
Valkenburg Naval Air Base,Valkenburg,Netherlands,LID,EHVB,airport
Woensdrecht Air Base,Woensdrecht,Netherlands,WOE,EHWO,airport
Flamingo International Airport,Kralendijk,Netherlands Antilles,BON,TNCB,airport
Hato International Airport,Willemstad,Netherlands Antilles,CUR,TNCC,airport
F. D. Roosevelt Airport,Oranjestad,Netherlands Antilles,EUX,TNCE,airport
Princess Juliana International Airport,Philipsburg,Netherlands Antilles,SXM,TNCM,airport
Juancho E. Yrausquin Airport,Saba,Netherlands Antilles,SAB,TNCS,airport
Koné Airport,Kone,New Caledonia,KNQ,NWWD,airport
Koumac Airport,Koumac,New Caledonia,KOC,NWWK,airport
Lifou Airport,Lifou,New Caledonia,LIF,NWWL,airport
Nouméa Magenta Airport,Noumea,New Caledonia,GEA,NWWM,airport
Maré Airport,Mare,New Caledonia,MEE,NWWR,airport
Touho Airport,Touho,New Caledonia,TOU,NWWU,airport
Ouvéa Airport,Ouvea,New Caledonia,UVE,NWWV,airport
La Tontouta International Airport,Noumea,New Caledonia,NOU,NWWW,airport
Tiga Airport,Tiga,New Caledonia,TGJ,NWWA,airport
Île Art - Waala Airport,Waala,New Caledonia,BMY,NWWC,airport
Île des Pins Airport,Île des Pins,New Caledonia,ILP,NWWE,airport
Auckland International Airport,Auckland,New Zealand,AKL,NZAA,airport
Taupo Airport,Taupo,New Zealand,TUO,NZAP,airport
Ardmore Airport,Ardmore,New Zealand,AMZ,NZAR,airport
Christchurch International Airport,Christchurch,New Zealand,CHC,NZCH,airport
Chatham Islands-Tuuta Airport,Chatham Island,New Zealand,CHT,NZCI,airport
Dunedin Airport,Dunedin,New Zealand,DUD,NZDN,airport
Gisborne Airport,Gisborne,New Zealand,GIS,NZGS,airport
Glentanner Airport,Glentanner,New Zealand,GTN,NZGT,airport
Hokitika Airfield,Hokitika,New Zealand,HKK,NZHK,airport
Hamilton International Airport,Hamilton,New Zealand,HLZ,NZHN,airport
Kerikeri Airport,Kerikeri,New Zealand,KKE,NZKK,airport
Kaitaia Airport,Kaitaia,New Zealand,KAT,NZKT,airport
Alexandra Airport,Alexandra,New Zealand,ALR,NZLX,airport
Mount Cook Airport,Mount Cook,New Zealand,MON,NZMC,airport
Manapouri Airport,Manapouri,New Zealand,TEU,NZMO,airport
Hood Airport,Masterton,New Zealand,MRO,NZMS,airport
New Plymouth Airport,New Plymouth,New Zealand,NPL,NZNP,airport
Nelson Airport,Nelson,New Zealand,NSN,NZNS,airport
Invercargill Airport,Invercargill,New Zealand,IVC,NZNV,airport
RNZAF Base Ohakea,Ohakea,New Zealand,OHA,NZOH,airport
Oamaru Airport,Oamaru,New Zealand,OAM,NZOU,airport
Palmerston North Airport,Palmerston North,New Zealand,PMR,NZPM,airport
Paraparaumu Airport,Paraparaumu,New Zealand,PPQ,NZPP,airport
Queenstown International Airport,Queenstown International,New Zealand,ZQN,NZQN,airport
Rotorua Regional Airport,Rotorua,New Zealand,ROT,NZRO,airport
Tauranga Airport,Tauranga,New Zealand,TRG,NZTG,airport
Timaru Airport,Timaru,New Zealand,TIU,NZTU,airport
Pukaki Airport,Pukaki,New Zealand,TWZ,NZUK,airport
Woodbourne Airport,Woodbourne,New Zealand,BHE,NZWB,airport
Wanaka Airport,Wanaka,New Zealand,WKA,NZWF,airport
Whakatane Airport,Whakatane,New Zealand,WHK,NZWK,airport
Wellington International Airport,Wellington,New Zealand,WLG,NZWN,airport
Wairoa Airport,Wairoa,New Zealand,WIR,NZWO,airport
Whangarei Airport,Whangarei,New Zealand,WRE,NZWR,airport
Westport Airport,Westport,New Zealand,WSZ,NZWS,airport
Wanganui Airport,Wanganui,New Zealand,WAG,NZWU,airport
Milford Sound Airport,Milford Sound,New Zealand,MFN,NZMF,airport
Hawke's Bay Airport,NAPIER,New Zealand,NPE,NZNR,airport
Kaikoura Airport,Kaikoura,New Zealand,KBZ,NZKI,airport
Picton Aerodrome,Picton,New Zealand,PCN,NZPN,airport
Great Barrier Aerodrome,Claris,New Zealand,GBZ,NZGB,airport
Ryan's Creek Aerodrome,Stewart Island,New Zealand,SZS,NZRC,airport
Whitianga Airport,Whitianga,New Zealand,WTZ,NZWT,airport
Takaka Airport,Takaka,New Zealand,KTF,NZTK,airport
Motueka Airport,Motueka,New Zealand,MZP,NZMK,airport
Waiheke Reeve Airport,Waiheke Island,New Zealand,WIK,NZKE,airport
Bluefields Airport,Bluefields,Nicaragua,BEF,MNBL,airport
Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,MGA,MNMG,airport
Puerto Cabezas Airport,Puerto Cabezas,Nicaragua,PUZ,MNPC,airport
Corn Island,Corn Island,Nicaragua,RNI,MNCI,airport
San Pedro Airport,Bonanza,Nicaragua,BZA,MNBZ,airport
Rosita Airport,Rosita,Nicaragua,RFS,MNRT,airport
Siuna,Siuna,Nicaragua,SIU,MNSI,airport
Waspam Airport,Waspam,Nicaragua,WSP,MNWP,airport
San Carlos,San Carlos,Nicaragua,NCR,MNSC,airport
Costa Esmeralda Airport,Tola,Nicaragua,ECI,MNCE,airport
Maradi Airport,Maradi,Niger,MFQ,DRRM,airport
Diori Hamani International Airport,Niamey,Niger,NIM,DRRN,airport
Tahoua Airport,Tahoua,Niger,THZ,DRRT,airport
Mano Dayak International Airport,Agadez,Niger,AJY,DRZA,airport
Zinder Airport,Zinder,Niger,ZND,DRZR,airport
Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,DNAA,airport
Akure Airport,Akure,Nigeria,AKR,DNAK,airport
Benin Airport,Benin,Nigeria,BNI,DNBE,airport
Margaret Ekpo International Airport,Calabar,Nigeria,CBQ,DNCA,airport
Akanu Ibiam International Airport,Enugu,Nigeria,ENU,DNEN,airport
Ibadan Airport,Ibadan,Nigeria,IBA,DNIB,airport
Ilorin International Airport,Ilorin,Nigeria,ILR,DNIL,airport
Yakubu Gowon Airport,Jos,Nigeria,JOS,DNJO,airport
Kaduna Airport,Kaduna,Nigeria,KAD,DNKA,airport
Mallam Aminu International Airport,Kano,Nigeria,KAN,DNKN,airport
Maiduguri International Airport,Maiduguri,Nigeria,MIU,DNMA,airport
Makurdi Airport,Makurdi,Nigeria,MDI,DNMK,airport
Murtala Muhammed International Airport,Lagos,Nigeria,LOS,DNMM,airport
Minna Airport,Minna,Nigeria,MXJ,DNMN,airport
Port Harcourt International Airport,Port Hartcourt,Nigeria,PHC,DNPO,airport
Sadiq Abubakar III International Airport,Sokoto,Nigeria,SKO,DNSO,airport
Yola Airport,Yola,Nigeria,YOL,DNYO,airport
Zaria Airport,Zaria,Nigeria,ZAR,DNZA,airport
Sam Mbakwe International Airport,Imo,Nigeria,QOW,DNIM,airport
Warri Airport,Osubi,Nigeria,QRW,DNSU,airport
Asaba International Airport,Asaba,Nigeria,ABB,DNAS,airport
Akwa Ibom International Airport,Uyo,Nigeria,QUO,DNAI,airport
Sir Abubakar Tafawa Balewa International Airport,Bauchi,Nigeria,BCU,DNBC,airport
Gombe Lawanti International Airport,Gombe,Nigeria,GMO,DNGO,airport
Niue International Airport,Alofi,Niue,IUE,NIUE,airport
Norfolk Island International Airport,Norfolk Island,Norfolk Island,NLK,YSNF,airport
Pyongyang Sunan International Airport,Pyongyang,North Korea,FNJ,ZKPY,airport
Sondok Airport,Hamhung,North Korea,DSO,ZKSD,airport
Orang Airport,Chongjin,North Korea,RGO,ZKHM,airport
Wonsan Kalma International Airport,Wonsan,North Korea,WOS,ZKWS,airport
Rota International Airport,Rota,Northern Mariana Islands,ROP,PGRO,airport
Saipan International Airport,Saipan,Northern Mariana Islands,SPN,PGSN,airport
Tinian International Airport,West Tinian,Northern Mariana Islands,TIQ,PGWT,airport
Ålesund Airport,Alesund,Norway,AES,ENAL,airport
Andøya Airport,Andoya,Norway,ANX,ENAN,airport
Alta Airport,Alta,Norway,ALF,ENAT,airport
Brønnøysund Airport,Bronnoysund,Norway,BNN,ENBN,airport
Bodø Airport,Bodo,Norway,BOO,ENBO,airport
Bergen Airport Flesland,Bergen,Norway,BGO,ENBR,airport
Båtsfjord Airport,Batsfjord,Norway,BJF,ENBS,airport
Kristiansand Airport,Kristiansand,Norway,KRS,ENCN,airport
Geilo Airport Dagali,Geilo,Norway,DLD,ENDI,airport
Bardufoss Airport,Bardufoss,Norway,BDU,ENDU,airport
"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,EVE,ENEV,airport
Leirin Airport,Fagernes,Norway,VDB,ENFG,airport
Florø Airport,Floro,Norway,FRO,ENFL,airport
Oslo Lufthavn,Oslo,Norway,OSL,ENGM,airport
Haugesund Airport,Haugesund,Norway,HAU,ENHD,airport
Hasvik Airport,Hasvik,Norway,HAA,ENHK,airport
Kristiansund Airport (Kvernberget),Kristiansund,Norway,KSU,ENKB,airport
Kirkenes Airport (Høybuktmoen),Kirkenes,Norway,KKN,ENKR,airport
Lista Airport,Farsund,Norway,FAN,ENLI,airport
Molde Airport,Molde,Norway,MOL,ENML,airport
Mosjøen Airport (Kjærstad),Mosjoen,Norway,MJF,ENMS,airport
Banak Airport,Lakselv,Norway,LKL,ENNA,airport
Notodden Airport,Notodden,Norway,NTB,ENNO,airport
Ørland Airport,Orland,Norway,OLA,ENOL,airport
Røros Airport,Roros,Norway,RRS,ENRO,airport
"Moss Airport, Rygge",Rygge,Norway,RYG,ENRY,airport
"Svalbard Airport, Longyear",Svalbard,Norway,LYR,ENSB,airport
Skien Airport,Skien,Norway,SKE,ENSN,airport
Stord Airport,Stord,Norway,SRP,ENSO,airport
Sandnessjøen Airport (Stokka),Sandnessjoen,Norway,SSJ,ENST,airport
"Tromsø Airport,",Tromso,Norway,TOS,ENTC,airport
"Sandefjord Airport, Torp",Sandefjord,Norway,TRF,ENTO,airport
Trondheim Airport Værnes,Trondheim,Norway,TRD,ENVA,airport
Stavanger Airport Sola,Stavanger,Norway,SVG,ENZV,airport
Stokmarknes Skagen Airport,Stokmarknes,Norway,SKN,ENSK,airport
Hammerfest Airport,Hammerfest,Norway,HFT,ENHF,airport
Valan Airport,Honningsvag,Norway,HVG,ENHV,airport
Mehamn Airport,Mehamn,Norway,MEH,ENMH,airport
Vadsø Airport,Vadsø,Norway,VDS,ENVD,airport
"Ørsta-Volda Airport, Hovden",Orsta-Volda,Norway,HOV,ENOV,airport
Narvik Framnes Airport,Narvik,Norway,NVK,ENNK,airport
Berlevåg Airport,Berlevag,Norway,BVG,ENBV,airport
"Oslo, Fornebu Airport",Oslo,Norway,FBU,ENFB,airport
Leknes Airport,Leknes,Norway,LKN,ENLK,airport
Namsos Høknesøra Airport,Namsos,Norway,OSY,ENNM,airport
"Mo i Rana Airport, Røssvoll",Mo i Rana,Norway,MQN,ENRA,airport
"Rørvik Airport, Ryum",Rørvik,Norway,RVK,ENRM,airport
Røst Airport,Røst,Norway,RET,ENRS,airport
Sandane Airport (Anda),Sandane,Norway,SDN,ENSD,airport
Sogndal Airport,Sogndal,Norway,SOG,ENSG,airport
Svolvær Helle Airport,Svolvær,Norway,SVJ,ENSH,airport
Sørkjosen Airport,Sorkjosen,Norway,SOJ,ENSR,airport
"Vardø Airport, Svartnes",Vardø,Norway,VAW,ENSS,airport
Værøy Heliport,Værøy,Norway,VRY,ENVR,airport
Stafsberg Airport,Hamar,Norway,HMR,ENHA,airport
Kautokeino Air Base,Kautokeino,Norway,QKX,ENKA,airport
Khasab Air Base,Khasab,Oman,KHS,OOKB,airport
Masirah Air Base,Masirah,Oman,MSH,OOMA,airport
Muscat International Airport,Muscat,Oman,MCT,OOMS,airport
Salalah Airport,Salalah,Oman,SLL,OOSA,airport
Thumrait Air Base,Thumrait,Oman,TTH,OOTH,airport
Sohar Airport,Sohar,Oman,OHS,OOSH,airport
Duqm International Airport,Duqm,Oman,DQM,OODQ,airport
Rustaq Airport,Al Masna'ah,Oman,MNH,OORQ,airport
Bhagatanwala Airport,Bhagtanwala,Pakistan,BHW,OPBG,airport
Faisalabad International Airport,Faisalabad,Pakistan,LYP,OPFA,airport
Gwadar International Airport,Gwadar,Pakistan,GWD,OPGD,airport
Gilgit Airport,Gilgit,Pakistan,GIL,OPGT,airport
Shahbaz Air Base,Jacobsbad,Pakistan,JAG,OPJA,airport
Jinnah International Airport,Karachi,Pakistan,KHI,OPKC,airport
Alama Iqbal International Airport,Lahore,Pakistan,LHE,OPLA,airport
Mangla Airport,Mangla,Pakistan,XJM,OPMA,airport
Muzaffarabad Airport,Muzaffarabad,Pakistan,MFG,OPMF,airport
Mianwali Air Base,Mianwali,Pakistan,MWD,OPMI,airport
Moenjodaro Airport,Moenjodaro,Pakistan,MJD,OPMJ,airport
Multan International Airport,Multan,Pakistan,MUX,OPMT,airport
Shaheed Benazirabad Airport,Nawabshah,Pakistan,WNS,OPNH,airport
Panjgur Airport,Panjgur,Pakistan,PJG,OPPG,airport
Pasni Airport,Pasni,Pakistan,PSI,OPPI,airport
Peshawar International Airport,Peshawar,Pakistan,PEW,OPPS,airport
Quetta International Airport,Quetta,Pakistan,UET,OPQT,airport
Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,RYK,OPRK,airport
Rawalakot Airport,Rawala Kot,Pakistan,RAZ,OPRT,airport
Sukkur Airport,Sukkur,Pakistan,SKZ,OPSK,airport
Saidu Sharif Airport,Saidu Sharif,Pakistan,SDT,OPSS,airport
Sui Airport,Sui,Pakistan,SUL,OPSU,airport
Talhar Airport,Talhar,Pakistan,BDN,OPTH,airport
Wana Airport,Wana,Pakistan,WAF,OPWN,airport
Zhob Airport,Zhob,Pakistan,PZH,OPZB,airport
Bannu Airport,Bannu,Pakistan,BNP,OPBN,airport
Bahawalpur Airport,Bahawalpur,Pakistan,BHV,OPBW,airport
Chitral Airport,Chitral,Pakistan,CJL,OPCH,airport
Dalbandin Airport,Dalbandin,Pakistan,DBA,OPDB,airport
Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,DEA,OPDG,airport
Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,DSK,OPDI,airport
Jiwani Airport,Jiwani,Pakistan,JIW,OPJI,airport
Hyderabad Airport,Hyderabad,Pakistan,HDD,OPKD,airport
Khuzdar Airport,Khuzdar,Pakistan,KDD,OPKH,airport
Ormara Airport,Ormara Raik,Pakistan,ORW,OPOR,airport
Parachinar Airport,Parachinar,Pakistan,PAJ,OPPC,airport
Skardu Airport,Skardu,Pakistan,KDU,OPSD,airport
Sehwan Sharif Airport,Sehwan Sharif,Pakistan,SYW,OPSN,airport
Turbat International Airport,Turbat,Pakistan,TUK,OPTU,airport
Sialkot Airport,Sialkot,Pakistan,SKT,OPST,airport
Kadanwari Airport,Kadanwari,Pakistan,KCF,OPKW,airport
Sawan Airport,Sindh,Pakistan,RZS,OPSW,airport
Minhas Air Base,Kamra,Pakistan,ATG,OPMS,airport
Mushaf Air Base,Sargodha,Pakistan,SGI,OPSR,airport
New Islamabad International Airport,Islamabad,Pakistan,ISB,OPIS,airport
Babelthuap Airport,Babelthuap,Palau,ROR,PTRO,airport
Yasser Arafat International Airport,Gaza,Palestine,GZA,LVGZ,airport
Bocas Del Toro International Airport,Bocas Del Toro,Panama,BOC,MPBO,airport
Cap Manuel Niño International Airport,Changuinola,Panama,CHX,MPCH,airport
Enrique Malek International Airport,David,Panama,DAV,MPDA,airport
Panama Pacific International Airport,Howard,Panama,BLB,MPHO,airport
Marcos A. Gelabert International Airport,Panama,Panama,PAC,MPMG,airport
Ruben Cantu Airport,Santiago,Panama,SYP,MPSA,airport
Tocumen International Airport,Panama City,Panama,PTY,MPTO,airport
Alonso Valderrama Airport,Chitré,Panama,CTD,MPCE,airport
Enrique Adolfo Jimenez Airport,Colón,Panama,ONX,MPEJ,airport
Jaqué Airport,Jaqué,Panama,JQE,MPJE,airport
Captain Ramon Xatruch Airport,La Palma,Panama,PLP,MPLP,airport
Puerto Obaldia Airport,Puerto Obaldia,Panama,PUE,MPOA,airport
Scarlett Martinez International Airport,Rio Hato,Panama,RIH,MPRH,airport
Goroka Airport,Goroka,Papua New Guinea,GKA,AYGA,airport
Madang Airport,Madang,Papua New Guinea,MAG,AYMD,airport
Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,AYMH,airport
Nadzab Airport,Nadzab,Papua New Guinea,LAE,AYNZ,airport
Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,AYPY,airport
Wewak International Airport,Wewak,Papua New Guinea,WWK,AYWK,airport
Buka Airport,Buka Island,Papua New Guinea,BUA,AYBK,airport
Chimbu Airport,Kundiawa,Papua New Guinea,CMU,AYCH,airport
Daru Airport,Daru,Papua New Guinea,DAU,AYDU,airport
Gurney Airport,Gurney,Papua New Guinea,GUR,AYGN,airport
Girua Airport,Girua,Papua New Guinea,PNP,AYGR,airport
Kimbe Airport,Hoskins,Papua New Guinea,HKN,AYHK,airport
Kiunga Airport,Kiunga,Papua New Guinea,UNG,AYKI,airport
Kikori Airport,Kikori,Papua New Guinea,KRI,AYKK,airport
Kerema Airport,Kerema,Papua New Guinea,KMA,AYKM,airport
Kavieng Airport,Kavieng,Papua New Guinea,KVG,AYKV,airport
Mendi Airport,Mendi,Papua New Guinea,MDU,AYMN,airport
Momote Airport,Momote,Papua New Guinea,MAS,AYMO,airport
Moro Airport,Moro,Papua New Guinea,MXH,AYMR,airport
Misima Island Airport,Misima Island,Papua New Guinea,MIS,AYMS,airport
Tari Airport,Tari,Papua New Guinea,TIZ,AYTA,airport
Tabubil Airport,Tabubil,Papua New Guinea,TBG,AYTB,airport
Tokua Airport,Tokua,Papua New Guinea,RAB,AYTK,airport
Vanimo Airport,Vanimo,Papua New Guinea,VAI,AYVN,airport
Wapenamanda Airport,Wapenamanda,Papua New Guinea,WBM,AYWD,airport
Balimo Airport,Balimo,Papua New Guinea,OPU,AYBM,airport
Baimuru Airport,Baimuru,Papua New Guinea,VMU,AYBA,airport
Efogi Airport,Efogi,Papua New Guinea,EFG,AYEF,airport
Kagi Airport,Kagi,Papua New Guinea,KGW,AYKQ,airport
Nadunumu Airport,Nadunumu,Papua New Guinea,NDN,AYNC,airport
Bodinumu Airport,Bodinumu,Papua New Guinea,BNM,AYBD,airport
Kaintiba Airport,Kieta,Papua New Guinea,KZF,AYKT,airport
Simberi Airport,Simberi Island,Papua New Guinea,NIS,AYSE,airport
Bulolo Airport,Bulolo,Papua New Guinea,BUL,AYBU,airport
Sasereme Airport,Sasereme,Papua New Guinea,TDS,AYSS,airport
Silvio Pettirossi International Airport,Asuncion,Paraguay,ASU,SGAS,airport
Juan De Ayolas Airport,Ayolas,Paraguay,AYO,SGAY,airport
Teniente Col Carmelo Peralta Airport,Conception,Paraguay,CIO,SGCO,airport
Dr. Luis Maria Argaña International Airport,Mariscal Estigarribia,Paraguay,ESG,SGME,airport
Carlos Miguel Gimenez Airport,Pilar,Paraguay,PIL,SGPI,airport
Guarani International Airport,Ciudad del Este,Paraguay,AGT,SGES,airport
Dr Augusto Roberto Fuster International Airport,Pedro Juan Caballero,Paraguay,PJC,SGPJ,airport
Encarnación Airport,Encarnacion,Paraguay,ENO,SGEN,airport
Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,Peru,AOP,SPAS,airport
Iberia Airport,Iberia,Peru,IBP,SPBR,airport
Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,PCL,SPCL,airport
Teniente FAP Jaime A De Montreuil Morales Airport,Chimbote,Peru,CHM,SPEO,airport
Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,Peru,CIX,SPHI,airport
Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho,Peru,AYP,SPHO,airport
Andahuaylas Airport,Andahuaylas,Peru,ANS,SPHY,airport
Comandante FAP German Arias Graziani Airport,Anta,Peru,ATA,SPHZ,airport
Jorge Chávez International Airport,Lima,Peru,LIM,SPIM,airport
Juanjui Airport,Juanjui,Peru,JJI,SPJI,airport
Francisco Carle Airport,Jauja,Peru,JAU,SPJJ,airport
Inca Manco Capac International Airport,Juliaca,Peru,JUL,SPJL,airport
Ilo Airport,Ilo,Peru,ILQ,SPLO,airport
Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,Peru,TBP,SPME,airport
Moises Benzaquen Rengifo Airport,Yurimaguas,Peru,YMS,SPMS,airport
Chachapoyas Airport,Chachapoyas,Peru,CHH,SPPY,airport
Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,Peru,IQT,SPQT,airport
Rodríguez Ballón International Airport,Arequipa,Peru,AQP,SPQU,airport
Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,Peru,TRU,SPRU,airport
Capitán FAP Renán Elías Olivera International Airport,Pisco,Peru,PIO,SPSO,airport
Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,Peru,TPP,SPST,airport
Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,Peru,TCQ,SPTN,airport
Padre Aldamiz International Airport,Puerto Maldonado,Peru,PEM,SPTU,airport
Capitán FAP Guillermo Concha Iberico International Airport,Piura,Peru,PIU,SPUR,airport
Capitan Montes Airport,Talara,Peru,TYL,SPYL,airport
Alejandro Velasco Astete International Airport,Cuzco,Peru,CUZ,SPZO,airport
Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,CJA,SPJR,airport
Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,HUU,SPNC,airport
Maria Reiche Neuman Airport,Nazca,Peru,NZC,SPZA,airport
Tingo Maria Airport,Tingo Maria,Peru,TGI,SPGM,airport
Juan Simons Vela Airport,Rioja,Peru,RIJ,SPJA,airport
Shumba Airport,Jaén,Peru,JAE,SPJE,airport
Ninoy Aquino International Airport,Manila,Philippines,MNL,RPLL,airport
Awang Airport,Cotabato,Philippines,CBO,RPMC,airport
Pagadian Airport,Pagadian,Philippines,PAG,RPMP,airport
General Santos International Airport,Romblon,Philippines,GES,RPMR,airport
Zamboanga International Airport,Zamboanga,Philippines,ZAM,RPMZ,airport
Loakan Airport,Baguio,Philippines,BAG,RPUB,airport
Daet Airport,Daet,Philippines,DTE,RPUD,airport
San Jose Airport,San Jose,Philippines,SJI,RPUH,airport
Mamburao Airport,Mamburao,Philippines,MBO,RPUM,airport
Dr.Juan C. Angara Airport,Baler,Philippines,BQA,RPUR,airport
Daniel Z. Romualdez Airport,Tacloban,Philippines,TAC,RPVA,airport
Bacolod-Silay Airport,Bacolod,Philippines,BCD,RPVB,airport
Sibulan Airport,Dumaguete,Philippines,DGT,RPVD,airport
Godofredo P. Ramos Airport,Caticlan,Philippines,MPH,RPVE,airport
Iloilo International Airport,Iloilo,Philippines,ILO,RPVI,airport
Kalibo International Airport,Kalibo,Philippines,KLO,RPVK,airport
Puerto Princesa Airport,Puerto Princesa,Philippines,PPS,RPVP,airport
Evelio Javier Airport,San Jose,Philippines,EUQ,RPVS,airport
Tagbilaran Airport,Tagbilaran,Philippines,TAG,RPVT,airport
Francisco Bangoy International Airport,Davao,Philippines,DVO,RPMD,airport
Diosdado Macapagal International Airport,Angeles City,Philippines,CRK,RPLC,airport
Francisco B. Reyes Airport,Busuanga,Philippines,USU,RPVV,airport
Bancasi Airport,Butuan,Philippines,BXU,RPME,airport
Dipolog Airport,Dipolog,Philippines,DPL,RPMG,airport
Laoag International Airport,Laoag,Philippines,LAO,RPLI,airport
Legazpi City International Airport,Legazpi,Philippines,LGP,RPLP,airport
Labo Airport,Ozamis,Philippines,OZC,RPMO,airport
Mactan Cebu International Airport,Cebu,Philippines,CEB,RPVM,airport
Subic Bay International Airport,Olongapo City,Philippines,SFS,RPLB,airport
Cuyo Airport,Cuyo,Philippines,CYU,RPLO,airport
Camiguin Airport,Camiguin,Philippines,CGM,RPMH,airport
Jolo Airport,Jolo,Philippines,JOL,RPMJ,airport
Sanga Sanga Airport,Sanga Sanga,Philippines,TWT,RPMN,airport
Surigao Airport,Sangley Point,Philippines,SUG,RPMS,airport
Tandag Airport,Tandag,Philippines,TDG,RPMW,airport
Naga Airport,Naga,Philippines,WNP,RPUN,airport
Basco Airport,Basco,Philippines,BSO,RPUO,airport
San Fernando Airport,San Fernando,Philippines,SFE,RPUS,airport
Tuguegarao Airport,Tuguegarao,Philippines,TUG,RPUT,airport
Virac Airport,Virac,Philippines,VRC,RPUV,airport
Calbayog Airport,Calbayog City,Philippines,CYP,RPVC,airport
Catarman National Airport,Catarman,Philippines,CRM,RPVF,airport
Moises R. Espinosa Airport,Masbate,Philippines,MBT,RPVJ,airport
Roxas Airport,Roxas City,Philippines,RXS,RPVR,airport
Ormoc Airport,Ormoc City,Philippines,OMC,RPVO,airport
Cauayan Airport,Cauayan,Philippines,CYZ,RPUY,airport
Tugdan Airport,Romblon,Philippines,TBH,RPVU,airport
Marinduque Airport,Gasan,Philippines,MRQ,RPUW,airport
Siargao Airport,Siargao,Philippines,IAO,RPNS,airport
Lubang Airport,Lubang,Philippines,LBX,RPLU,airport
Cesar Lim Rodriguez Airport,Taytay,Philippines,RZP,RPSD,airport
Allah Valley Airport,Surallah,Philippines,AAV,RPMA,airport
Bislig Airport,,Philippines,BPH,RPMF,airport
Mati National Airport,,Philippines,MXI,RPMQ,airport
Laguindingan Airport,Cagayan de Oro City,Philippines,CGY,RPMY,airport
Gdańsk Lech Wałęsa Airport,Gdansk,Poland,GDN,EPGD,airport
Kraków John Paul II International Airport,Krakow,Poland,KRK,EPKK,airport
Katowice International Airport,Katowice,Poland,KTW,EPKT,airport
Poznań-Ławica Airport,Poznan,Poland,POZ,EPPO,airport
Rzeszów-Jasionka Airport,Rzeszow,Poland,RZE,EPRZ,airport
